Player_1,Player_2,Winner,Surface
Delbonis F.,Millman J.,Delbonis F.,Clay
Fognini F.,Ymer M.,Fognini F.,Clay
Ruud C.,Ferrer D.,Ruud C.,Clay
Melzer G.,Gasquet R.,Gasquet R.,Clay
Verdasco F.,Carreno Busta P.,Verdasco F.,Clay
Fognini F.,Delbonis F.,Fognini F.,Clay
Gasquet R.,Ruud C.,Gasquet R.,Clay
Laaksonen H.,Bolelli S.,Laaksonen H.,Clay
Fognini F.,Verdasco F.,Fognini F.,Clay
Laaksonen H.,Gasquet R.,Gasquet R.,Clay
Gasquet R.,Fognini F.,Fognini F.,Clay
Kudla D.,Bemelmans R.,Kudla D.,Grass
Pospisil V.,Young D.,Pospisil V.,Grass
Thompson J.,Duckworth J.,Thompson J.,Grass
Fratangelo B.,Smyczek T.,Smyczek T.,Grass
Aragone J.,Granollers M.,Granollers M.,Grass
Jung J.,Stakhovsky S.,Jung J.,Grass
Sela D.,Tomic B.,Sela D.,Grass
Baghdatis M.,Muller G.,Muller G.,Grass
Harrison C.,Bolt A.,Harrison C.,Grass
Estrella Burgos V.,Ramanathan R.,Ramanathan R.,Grass
Harrison R.,Mahut N.,Mahut N.,Grass
Karlovic I.,De Minaur A.,Karlovic I.,Grass
Mannarino A.,Thompson J.,Mannarino A.,Grass
Ebden M.,Smyczek T.,Smyczek T.,Grass
Mahut N.,Jung J.,Jung J.,Grass
Muller G.,Granollers M.,Granollers M.,Grass
Karlovic I.,Sela D.,Sela D.,Grass
Kudla D.,Ramanathan R.,Ramanathan R.,Grass
Harrison C.,Johnson S.,Johnson S.,Grass
Zverev M.,Pospisil V.,Pospisil V.,Grass
Smyczek T.,Jung J.,Smyczek T.,Grass
Ramanathan R.,Pospisil V.,Ramanathan R.,Grass
Mannarino A.,Granollers M.,Granollers M.,Grass
Sela D.,Johnson S.,Johnson S.,Grass
Ramanathan R.,Smyczek T.,Ramanathan R.,Grass
Granollers M.,Johnson S.,Johnson S.,Grass
Johnson S.,Ramanathan R.,Johnson S.,Grass
Daniel T.,Pella G.,Pella G.,Clay
Cuevas P.,Djere L.,Djere L.,Clay
Dutra Silva R.,Haase R.,Haase R.,Clay
Lajovic D.,Basilashvili N.,Lajovic D.,Clay
Donskoy E.,Lorenzi P.,Donskoy E.,Clay
Auger-Aliassime F.,Martin A.,Auger-Aliassime F.,Clay
Marterer M.,Serdarusic N.,Marterer M.,Clay
Vesely J.,Travaglia S.,Vesely J.,Clay
Paire B.,Fucsovics M.,Fucsovics M.,Clay
Sousa J.,Bedene A.,Bedene A.,Clay
Klizan M.,Jarry N.,Klizan M.,Clay
Trungelliti M.,Skugor F.,Trungelliti M.,Clay
Marterer M.,Djere L.,Djere L.,Clay
Cecchinato M.,Vesely J.,Cecchinato M.,Clay
Ramos-Vinolas A.,Lajovic D.,Lajovic D.,Clay
Pella G.,Bedene A.,Pella G.,Clay
Haase R.,Klizan M.,Haase R.,Clay
Trungelliti M.,Fucsovics M.,Trungelliti M.,Clay
Auger-Aliassime F.,Rublev A.,Rublev A.,Clay
Donskoy E.,Dzumhur D.,Donskoy E.,Clay
Haase R.,Rublev A.,Haase R.,Clay
Lajovic D.,Pella G.,Pella G.,Clay
Donskoy E.,Trungelliti M.,Trungelliti M.,Clay
Cecchinato M.,Djere L.,Cecchinato M.,Clay
Haase R.,Pella G.,Pella G.,Clay
Trungelliti M.,Cecchinato M.,Cecchinato M.,Clay
Cecchinato M.,Pella G.,Cecchinato M.,Clay
De Minaur A.,Hurkacz H.,De Minaur A.,Hard
Gunneswaran P.,Lacko L.,Lacko L.,Hard
Norrie C.,Jaziri M.,Norrie C.,Hard
Chardy J.,Berankis R.,Chardy J.,Hard
Fritz T.,Ramanathan R.,Fritz T.,Hard
Harrison R.,Duckworth J.,Harrison R.,Hard
Young D.,Karlovic I.,Young D.,Hard
Rubin N.,Kokkinakis T.,Rubin N.,Hard
Tiafoe F.,Copil M.,Tiafoe F.,Hard
Zverev M.,Smyczek T.,Zverev M.,Hard
Youzhny M.,Reinberg E.,Youzhny M.,Hard
Baghdatis M.,Bolt A.,Baghdatis M.,Hard
Chung H.,Fritz T.,Chung H.,Hard
Lacko L.,Harrison R.,Harrison R.,Hard
Youzhny M.,Zverev M.,Zverev M.,Hard
De Minaur A.,Isner J.,Isner J.,Hard
Young D.,Ebden M.,Ebden M.,Hard
Tiafoe F.,Baghdatis M.,Baghdatis M.,Hard
Norrie C.,Chardy J.,Norrie C.,Hard
Kyrgios N.,Rubin N.,Kyrgios N.,Hard
Ebden M.,Baghdatis M.,Ebden M.,Hard
Isner J.,Zverev M.,Isner J.,Hard
Chung H.,Harrison R.,Harrison R.,Hard
Norrie C.,Kyrgios N.,Norrie C.,Hard
Isner J.,Ebden M.,Isner J.,Hard
Harrison R.,Norrie C.,Harrison R.,Hard
Isner J.,Harrison R.,Isner J.,Hard
Hanfmann Y.,Zopp J.,Zopp J.,Clay
Menendez-Maceiras A.,Munar J.,Munar J.,Clay
Ymer E.,Daniel T.,Daniel T.,Clay
Garcia-Lopez G.,Carballes Baena R.,Carballes Baena R.,Clay
Andreozzi G.,Auger-Aliassime F.,Auger-Aliassime F.,Clay
Bagnis F.,Sousa J.,Bagnis F.,Clay
Istomin D.,Djere L.,Djere L.,Clay
Haase R.,Galovic V.,Galovic V.,Clay
Albot R.,Berrettini M.,Berrettini M.,Clay
Delbonis F.,Lopez F.,Lopez F.,Clay
Lorenzi P.,Roca Batalla O.,Roca Batalla O.,Clay
Almagro N.,Huesler M.A.,Huesler M.A.,Clay
Daniel T.,Carballes Baena R.,Daniel T.,Clay
Rublev A.,Berrettini M.,Berrettini M.,Clay
Munar J.,Bautista Agut R.,Bautista Agut R.,Clay
Roca Batalla O.,Lopez F.,Lopez F.,Clay
Auger-Aliassime F.,Galovic V.,Galovic V.,Clay
Coric B.,Djere L.,Djere L.,Clay
Fognini F.,Zopp J.,Zopp J.,Clay
Bagnis F.,Huesler M.A.,Bagnis F.,Clay
Berrettini M.,Lopez F.,Berrettini M.,Clay
Bagnis F.,Zopp J.,Zopp J.,Clay
Galovic V.,Djere L.,Djere L.,Clay
Bautista Agut R.,Daniel T.,Bautista Agut R.,Clay
Berrettini M.,Zopp J.,Berrettini M.,Clay
Djere L.,Bautista Agut R.,Bautista Agut R.,Clay
Bautista Agut R.,Berrettini M.,Berrettini M.,Clay
Ramos-Vinolas A.,Mayer L.,Mayer L.,Clay
Ruud C.,Schwartzman D.,Schwartzman D.,Clay
Dzumhur D.,Kovalik J.,Kovalik J.,Clay
Marterer M.,Masur D.,Masur D.,Clay
Molleker R.,Ferrer D.,Molleker R.,Clay
Mayer F.,Carreno Busta P.,Carreno Busta P.,Clay
Jarry N.,Gojowczyk P.,Jarry N.,Clay
Verdasco F.,Lajovic D.,Verdasco F.,Clay
Simon G.,Monteiro T.,Monteiro T.,Clay
Monfils G.,Cecchinato M.,Monfils G.,Clay
Fucsovics M.,Cuevas P.,Cuevas P.,Clay
Gasquet R.,Paire B.,Gasquet R.,Clay
Laaksonen H.,Bedene A.,Bedene A.,Clay
Basilashvili N.,Kohlschreiber P.,Basilashvili N.,Clay
Millman J.,Struff J.L.,Millman J.,Clay
Thiem D.,Moutet C.,Thiem D.,Clay
Verdasco F.,Monteiro T.,Monteiro T.,Clay
Masur D.,Schwartzman D.,Schwartzman D.,Clay
Kovalik J.,Molleker R.,Kovalik J.,Clay
Mayer L.,Monfils G.,Mayer L.,Clay
Gasquet R.,Jarry N.,Jarry N.,Clay
Cuevas P.,Basilashvili N.,Basilashvili N.,Clay
Bedene A.,Carreno Busta P.,Carreno Busta P.,Clay
Millman J.,Thiem D.,Thiem D.,Clay
Monteiro T.,Kovalik J.,Kovalik J.,Clay
Schwartzman D.,Mayer L.,Mayer L.,Clay
Thiem D.,Jarry N.,Jarry N.,Clay
Carreno Busta P.,Basilashvili N.,Basilashvili N.,Clay
Kovalik J.,Mayer L.,Mayer L.,Clay
Basilashvili N.,Jarry N.,Basilashvili N.,Clay
Basilashvili N.,Mayer L.,Basilashvili N.,Clay
Kukushkin M.,Moutet C.,Kukushkin M.,Clay
Munar J.,Hanfmann Y.,Munar J.,Clay
Delbonis F.,Istomin D.,Istomin D.,Clay
Garcia-Lopez G.,Lajovic D.,Lajovic D.,Clay
Rodionov J.,Novak D.,Novak D.,Clay
Carballes Baena R.,Jarry N.,Jarry N.,Clay
Albot R.,Kovalik J.,Albot R.,Clay
Marterer M.,Zopp J.,Marterer M.,Clay
Struff J.L.,Daniel T.,Daniel T.,Clay
Djere L.,Basilashvili N.,Djere L.,Clay
Simon G.,Berrettini M.,Berrettini M.,Clay
Ofner S.,Klizan M.,Klizan M.,Clay
Munar J.,Haase R.,Munar J.,Clay
Marterer M.,Kukushkin M.,Marterer M.,Clay
Daniel T.,Djere L.,Daniel T.,Clay
Istomin D.,Kohlschreiber P.,Istomin D.,Clay
Jarry N.,Verdasco F.,Jarry N.,Clay
Lajovic D.,Novak D.,Lajovic D.,Clay
Berrettini M.,Albot R.,Berrettini M.,Clay
Klizan M.,Thiem D.,Klizan M.,Clay
Marterer M.,Istomin D.,Istomin D.,Clay
Jarry N.,Berrettini M.,Jarry N.,Clay
Munar J.,Daniel T.,Munar J.,Clay
Lajovic D.,Klizan M.,Klizan M.,Clay
Jarry N.,Istomin D.,Istomin D.,Clay
Klizan M.,Munar J.,Klizan M.,Clay
Klizan M.,Istomin D.,Klizan M.,Clay
Elias G.,Nishioka Y.,Nishioka Y.,Hard
Mmoh M.,Escobedo E.,Mmoh M.,Hard
Fabbiano T.,Garanganga T.,Fabbiano T.,Hard
Kokkinakis T.,Fritz T.,Fritz T.,Hard
Ymer E.,Karlovic I.,Ymer E.,Hard
Gomez L.,Querrey S.,Querrey S.,Hard
Gunneswaran P.,Norrie C.,Norrie C.,Hard
Tomic B.,Gerasimov E.,Gerasimov E.,Hard
Safwat M.,Lopez F.,Lopez F.,Hard
Arevalo M.,Giron M.,Giron M.,Hard
Polansky P.,Galan D.E.,Polansky P.,Hard
Halys Q.,Muller G.,Halys Q.,Hard
Fabbiano T.,Dzumhur D.,Dzumhur D.,Hard
Fritz T.,Nishioka Y.,Nishioka Y.,Hard
Lopez F.,Norrie C.,Norrie C.,Hard
Polansky P.,Mmoh M.,Mmoh M.,Hard
Mannarino A.,Ymer E.,Mannarino A.,Hard
Giron M.,Del Potro J.M.,Del Potro J.M.,Hard
Gerasimov E.,Querrey S.,Gerasimov E.,Hard
Fognini F.,Halys Q.,Fognini F.,Hard
Mmoh M.,Dzumhur D.,Dzumhur D.,Hard
Fognini F.,Nishioka Y.,Fognini F.,Hard
Norrie C.,Mannarino A.,Norrie C.,Hard
Del Potro J.M.,Gerasimov E.,Del Potro J.M.,Hard
Fognini F.,Norrie C.,Fognini F.,Hard
Dzumhur D.,Del Potro J.M.,Del Potro J.M.,Hard
Del Potro J.M.,Fognini F.,Fognini F.,Hard
Ivashka I.,Hurkacz H.,Hurkacz H.,Hard
Berankis R.,Smyczek T.,Smyczek T.,Hard
Jaziri M.,Donskoy E.,Jaziri M.,Hard
Mcdonald M.,Murray A.,Murray A.,Hard
Rubin N.,Youzhny M.,Rubin N.,Hard
Basic M.,Copil M.,Copil M.,Hard
Donaldson J.,Thompson J.,Donaldson J.,Hard
Kwiatkowski T.S.,Duckworth J.,Duckworth J.,Hard
Lacko L.,Kudla D.,Kudla D.,Hard
Watanuki Y.,Medvedev D.,Medvedev D.,Hard
De Minaur A.,Pospisil V.,De Minaur A.,Hard
Paire B.,Baghdatis M.,Baghdatis M.,Hard
Young D.,Wawrinka S.,Young D.,Hard
Krueger M.,Herbert P.H.,Herbert P.H.,Hard
Millot V.,Sugita Y.,Millot V.,Hard
Paul T.,Bolt A.,Paul T.,Hard
Copil M.,Chardy J.,Copil M.,Hard
Hurkacz H.,Tiafoe F.,Tiafoe F.,Hard
Kudla D.,Khachanov K.,Kudla D.,Hard
Duckworth J.,Kubler J.,Duckworth J.,Hard
Zverev M.,Smyczek T.,Zverev M.,Hard
Shapovalov D.,Medvedev D.,Shapovalov D.,Hard
Donaldson J.,Tsitsipas S.,Tsitsipas S.,Hard
Edmund K.,Murray A.,Murray A.,Hard
Pouille L.,Millot V.,Pouille L.,Hard
Chung H.,Baghdatis M.,Chung H.,Hard
Goffin D.,Herbert P.H.,Goffin D.,Hard
Jaziri M.,Zverev A.,Zverev A.,Hard
Nishikori K.,Young D.,Nishikori K.,Hard
Rubin N.,Isner J.,Rubin N.,Hard
Johnson S.,De Minaur A.,De Minaur A.,Hard
Paul T.,Rublev A.,Rublev A.,Hard
Tsitsipas S.,Duckworth J.,Tsitsipas S.,Hard
Zverev M.,Zverev A.,Zverev A.,Hard
Goffin D.,Tiafoe F.,Goffin D.,Hard
Shapovalov D.,Nishikori K.,Nishikori K.,Hard
Rubin N.,Rublev A.,Rublev A.,Hard
De Minaur A.,Chung H.,De Minaur A.,Hard
Kudla D.,Pouille L.,Kudla D.,Hard
Murray A.,Copil M.,Murray A.,Hard
Tsitsipas S.,Goffin D.,Tsitsipas S.,Hard
Murray A.,De Minaur A.,De Minaur A.,Hard
Nishikori K.,Zverev A.,Zverev A.,Hard
Rublev A.,Kudla D.,Rublev A.,Hard
Zverev A.,Tsitsipas S.,Zverev A.,Hard
De Minaur A.,Rublev A.,De Minaur A.,Hard
Zverev A.,De Minaur A.,Zverev A.,Hard
Paire B.,Donaldson J.,Paire B.,Hard
Ebden M.,Polansky P.,Polansky P.,Hard
Ivashka I.,Sugita Y.,Ivashka I.,Hard
Verdasco F.,Gojowczyk P.,Verdasco F.,Hard
Fucsovics M.,Sousa J.,Fucsovics M.,Hard
Sock J.,Medvedev D.,Medvedev D.,Hard
Ferrer D.,Klahn B.,Klahn B.,Hard
Ramos-Vinolas A.,Herbert P.H.,Herbert P.H.,Hard
Nishioka Y.,Carreno Busta P.,Carreno Busta P.,Hard
Raonic M.,Goffin D.,Raonic M.,Hard
Edmund K.,Schwartzman D.,Schwartzman D.,Hard
Pospisil V.,Coric B.,Coric B.,Hard
Krajinovic F.,Khachanov K.,Khachanov K.,Hard
Haase R.,Nishikori K.,Haase R.,Hard
Mannarino A.,Querrey S.,Querrey S.,Hard
Wawrinka S.,Kyrgios N.,Wawrinka S.,Hard
Mcdonald M.,Harrison R.,Harrison R.,Hard
Tsitsipas S.,Dzumhur D.,Tsitsipas S.,Hard
Cecchinato M.,Tiafoe F.,Tiafoe F.,Hard
Basic M.,Djokovic N.,Djokovic N.,Hard
Fognini F.,Johnson S.,Fognini F.,Hard
Pouille L.,Auger-Aliassime F.,Auger-Aliassime F.,Hard
Donskoy E.,Rublev A.,Donskoy E.,Hard
Chardy J.,Shapovalov D.,Shapovalov D.,Hard
Verdasco F.,Dimitrov G.,Dimitrov G.,Hard
Coric B.,Cilic M.,Cilic M.,Hard
Djokovic N.,Polansky P.,Djokovic N.,Hard
Haase R.,Youzhny M.,Haase R.,Hard
Khachanov K.,Carreno Busta P.,Khachanov K.,Hard
Harrison R.,Ivashka I.,Ivashka I.,Hard
Raonic M.,Tiafoe F.,Tiafoe F.,Hard
Herbert P.H.,Isner J.,Isner J.,Hard
Shapovalov D.,Fognini F.,Shapovalov D.,Hard
Tsitsipas S.,Thiem D.,Tsitsipas S.,Hard
Anderson K.,Donskoy E.,Anderson K.,Hard
Klahn B.,Zverev A.,Zverev A.,Hard
Nadal R.,Paire B.,Nadal R.,Hard
Wawrinka S.,Fucsovics M.,Wawrinka S.,Hard
Medvedev D.,Auger-Aliassime F.,Medvedev D.,Hard
Schwartzman D.,Querrey S.,Schwartzman D.,Hard
Dimitrov G.,Tiafoe F.,Dimitrov G.,Hard
Ivashka I.,Anderson K.,Anderson K.,Hard
Tsitsipas S.,Djokovic N.,Tsitsipas S.,Hard
Schwartzman D.,Cilic M.,Cilic M.,Hard
Zverev A.,Medvedev D.,Zverev A.,Hard
Haase R.,Shapovalov D.,Haase R.,Hard
Khachanov K.,Isner J.,Khachanov K.,Hard
Nadal R.,Wawrinka S.,Nadal R.,Hard
Anderson K.,Dimitrov G.,Anderson K.,Hard
Zverev A.,Tsitsipas S.,Tsitsipas S.,Hard
Haase R.,Khachanov K.,Khachanov K.,Hard
Nadal R.,Cilic M.,Nadal R.,Hard
Anderson K.,Tsitsipas S.,Tsitsipas S.,Hard
Khachanov K.,Nadal R.,Nadal R.,Hard
Nadal R.,Tsitsipas S.,Nadal R.,Hard
Mannarino A.,Cecchinato M.,Mannarino A.,Hard
Edmund K.,Mcdonald M.,Edmund K.,Hard
Carreno Busta P.,Gasquet R.,Carreno Busta P.,Hard
Sousa J.,Gojowczyk P.,Gojowczyk P.,Hard
Rublev A.,Nishikori K.,Nishikori K.,Hard
Pouille L.,Murray A.,Pouille L.,Hard
Tiafoe F.,Shapovalov D.,Shapovalov D.,Hard
Mayer L.,Mmoh M.,Mayer L.,Hard
Marterer M.,Klahn B.,Klahn B.,Hard
Paire B.,Ferrer D.,Paire B.,Hard
Querrey S.,Isner J.,Querrey S.,Hard
Chardy J.,Verdasco F.,Chardy J.,Hard
Wawrinka S.,Schwartzman D.,Wawrinka S.,Hard
Johnson S.,Djokovic N.,Djokovic N.,Hard
Haase R.,Krajinovic F.,Haase R.,Hard
Lajovic D.,Raonic M.,Raonic M.,Hard
Sock J.,Chung H.,Chung H.,Hard
Ramos-Vinolas A.,Khachanov K.,Khachanov K.,Hard
Copil M.,Kohlschreiber P.,Copil M.,Hard
Kyrgios N.,Kudla D.,Kyrgios N.,Hard
Medvedev D.,Coric B.,Coric B.,Hard
Goffin D.,Tsitsipas S.,Goffin D.,Hard
Fucsovics M.,Hurkacz H.,Fucsovics M.,Hard
Dzumhur D.,Zverev M.,Zverev M.,Hard
Mayer L.,Pouille L.,Mayer L.,Hard
Gojowczyk P.,Federer R.,Federer R.,Hard
Edmund K.,Shapovalov D.,Shapovalov D.,Hard
Copil M.,Cilic M.,Cilic M.,Hard
Zverev A.,Haase R.,Haase R.,Hard
Djokovic N.,Mannarino A.,Djokovic N.,Hard
Paire B.,Goffin D.,Goffin D.,Hard
Anderson K.,Chardy J.,Anderson K.,Hard
Jaziri M.,Raonic M.,Raonic M.,Hard
Klahn B.,Carreno Busta P.,Carreno Busta P.,Hard
Querrey S.,Khachanov K.,Khachanov K.,Hard
Dimitrov G.,Zverev M.,Dimitrov G.,Hard
Fucsovics M.,Garcia-Lopez G.,Fucsovics M.,Hard
Coric B.,Kyrgios N.,Kyrgios N.,Hard
Wawrinka S.,Nishikori K.,Wawrinka S.,Hard
Chung H.,Del Potro J.M.,Del Potro J.M.,Hard
Shapovalov D.,Raonic M.,Raonic M.,Hard
Carreno Busta P.,Haase R.,Carreno Busta P.,Hard
Del Potro J.M.,Kyrgios N.,Del Potro J.M.,Hard
Anderson K.,Goffin D.,Goffin D.,Hard
Dimitrov G.,Djokovic N.,Djokovic N.,Hard
Khachanov K.,Cilic M.,Cilic M.,Hard
Wawrinka S.,Fucsovics M.,Wawrinka S.,Hard
Federer R.,Mayer L.,Federer R.,Hard
Cilic M.,Carreno Busta P.,Cilic M.,Hard
Raonic M.,Djokovic N.,Djokovic N.,Hard
Del Potro J.M.,Goffin D.,Goffin D.,Hard
Wawrinka S.,Federer R.,Federer R.,Hard
Djokovic N.,Cilic M.,Djokovic N.,Hard
Federer R.,Goffin D.,Federer R.,Hard
Federer R.,Djokovic N.,Djokovic N.,Hard
Garcia-Lopez G.,Baghdatis M.,Garcia-Lopez G.,Hard
Medvedev D.,Basic M.,Medvedev D.,Hard
Paire B.,Struff J.L.,Struff J.L.,Hard
Sousa J.,Seppi A.,Seppi A.,Hard
Carballes Baena R.,Pella G.,Carballes Baena R.,Hard
Berankis R.,Sandgren T.,Sandgren T.,Hard
Paul T.,Djere L.,Paul T.,Hard
Sugita Y.,Mayer L.,Mayer L.,Hard
Millman J.,Daniel T.,Daniel T.,Hard
Schnur B.,Munar J.,Munar J.,Hard
Fritz T.,Jaziri M.,Fritz T.,Hard
Skugor F.,Herbert P.H.,Skugor F.,Hard
Berrettini M.,Benneteau J.,Berrettini M.,Hard
Andreozzi G.,Fucsovics M.,Andreozzi G.,Hard
Zeballos H.,Lacko L.,Zeballos H.,Hard
Gojo B.,Harrison R.,Harrison R.,Hard
Cecchinato M.,Struff J.L.,Struff J.L.,Hard
Seppi A.,Jarry N.,Jarry N.,Hard
Berrettini M.,Basilashvili N.,Berrettini M.,Hard
Gojowczyk P.,Zeballos H.,Gojowczyk P.,Hard
Paul T.,Johnson S.,Johnson S.,Hard
Medvedev D.,De Minaur A.,Medvedev D.,Hard
Rublev A.,Munar J.,Munar J.,Hard
Carballes Baena R.,Ramos-Vinolas A.,Carballes Baena R.,Hard
Koepfer D.,Sandgren T.,Koepfer D.,Hard
Chung H.,Garcia-Lopez G.,Chung H.,Hard
Mayer L.,Edmund K.,Edmund K.,Hard
Harrison R.,Simon G.,Harrison R.,Hard
Albot R.,Andreozzi G.,Andreozzi G.,Hard
Krajinovic F.,Fritz T.,Krajinovic F.,Hard
Carreno Busta P.,Skugor F.,Carreno Busta P.,Hard
Daniel T.,Querrey S.,Daniel T.,Hard
Carballes Baena R.,Edmund K.,Edmund K.,Hard
Jarry N.,Struff J.L.,Jarry N.,Hard
Medvedev D.,Andreozzi G.,Medvedev D.,Hard
Berrettini M.,Chung H.,Chung H.,Hard
Johnson S.,Munar J.,Johnson S.,Hard
Gojowczyk P.,Carreno Busta P.,Carreno Busta P.,Hard
Koepfer D.,Daniel T.,Daniel T.,Hard
Harrison R.,Krajinovic F.,Harrison R.,Hard
Johnson S.,Edmund K.,Johnson S.,Hard
Chung H.,Carreno Busta P.,Carreno Busta P.,Hard
Medvedev D.,Harrison R.,Medvedev D.,Hard
Jarry N.,Daniel T.,Daniel T.,Hard
Daniel T.,Medvedev D.,Medvedev D.,Hard
Johnson S.,Carreno Busta P.,Johnson S.,Hard
Medvedev D.,Johnson S.,Medvedev D.,Hard
Simon G.,Harris L.,Simon G.,Hard
Lorenzi P.,Edmund K.,Lorenzi P.,Hard
Sonego L.,Muller G.,Sonego L.,Hard
Ramos-Vinolas A.,Khachanov K.,Khachanov K.,Hard
Ruud C.,Pella G.,Pella G.,Hard
Sock J.,Andreozzi G.,Sock J.,Hard
Berlocq C.,Raonic M.,Raonic M.,Hard
Dimitrov G.,Wawrinka S.,Wawrinka S.,Hard
Gojowczyk P.,Jarry N.,Jarry N.,Hard
Altamirano C.,Humbert U.,Humbert U.,Hard
Duckworth J.,Murray A.,Murray A.,Hard
Bautista Agut R.,Kubler J.,Kubler J.,Hard
Isner J.,Klahn B.,Isner J.,Hard
Bedene A.,Basilashvili N.,Basilashvili N.,Hard
Lopez F.,Verdasco F.,Verdasco F.,Hard
Zverev M.,Fritz T.,Fritz T.,Hard
Dzumhur D.,Lajovic D.,Lajovic D.,Hard
Carballes Baena R.,Krueger M.,Carballes Baena R.,Hard
Chardy J.,Rublev A.,Chardy J.,Hard
Coric B.,Mayer F.,Coric B.,Hard
Querrey S.,Seppi A.,Seppi A.,Hard
Norrie C.,Thompson J.,Norrie C.,Hard
Auger-Aliassime F.,Shapovalov D.,Shapovalov D.,Hard
Anderson K.,Harrison R.,Anderson K.,Hard
Pospisil V.,Lacko L.,Pospisil V.,Hard
Donskoy E.,Medvedev D.,Medvedev D.,Hard
Robredo T.,Tsitsipas S.,Tsitsipas S.,Hard
Kudla D.,Berrettini M.,Kudla D.,Hard
Istomin D.,Johnson S.,Johnson S.,Hard
Basic M.,Thiem D.,Thiem D.,Hard
Young D.,Del Potro J.M.,Del Potro J.M.,Hard
Nadal R.,Ferrer D.,Nadal R.,Hard
Berankis R.,Chung H.,Chung H.,Hard
Djere L.,Mayer L.,Djere L.,Hard
Kukushkin M.,Rubin N.,Kukushkin M.,Hard
Smyczek T.,Struff J.L.,Struff J.L.,Hard
Gasquet R.,Sugita Y.,Gasquet R.,Hard
Sousa J.,Granollers M.,Sousa J.,Hard
Travaglia S.,Hurkacz H.,Hurkacz H.,Hard
Cilic M.,Copil M.,Cilic M.,Hard
Troicki V.,Sandgren T.,Sandgren T.,Hard
Jaziri M.,Carreno Busta P.,Carreno Busta P.,Hard
Cecchinato M.,Benneteau J.,Benneteau J.,Hard
Millman J.,Brooksby J.,Millman J.,Hard
Djokovic N.,Fucsovics M.,Djokovic N.,Hard
Schwartzman D.,Delbonis F.,Schwartzman D.,Hard
Munar J.,Bemelmans R.,Munar J.,Hard
Moutet C.,Mahut N.,Mahut N.,Hard
Mmoh M.,Fognini F.,Fognini F.,Hard
Hanfmann Y.,Kohlschreiber P.,Kohlschreiber P.,Hard
Mcdonald M.,Haase R.,Haase R.,Hard
Pouille L.,Maden Y.,Pouille L.,Hard
Polansky P.,Zverev A.,Zverev A.,Hard
Krajinovic F.,Ebden M.,Ebden M.,Hard
Baghdatis M.,Youzhny M.,Baghdatis M.,Hard
Goffin D.,Gaio F.,Goffin D.,Hard
Bagnis F.,Monfils G.,Monfils G.,Hard
Paire B.,Novak D.,Paire B.,Hard
Tiafoe F.,Mannarino A.,Tiafoe F.,Hard
Bhambri Y.,Herbert P.H.,Herbert P.H.,Hard
De Minaur A.,Daniel T.,De Minaur A.,Hard
Marterer M.,Nishikori K.,Nishikori K.,Hard
Federer R.,Nishioka Y.,Federer R.,Hard
Albot R.,Kyrgios N.,Kyrgios N.,Hard
Coric B.,Carballes Baena R.,Coric B.,Hard
Tsitsipas S.,Medvedev D.,Medvedev D.,Hard
Wawrinka S.,Humbert U.,Wawrinka S.,Hard
Simon G.,Raonic M.,Raonic M.,Hard
Johnson S.,Thiem D.,Thiem D.,Hard
Kubler J.,Fritz T.,Fritz T.,Hard
Murray A.,Verdasco F.,Verdasco F.,Hard
Del Potro J.M.,Kudla D.,Del Potro J.M.,Hard
Norrie C.,Lajovic D.,Lajovic D.,Hard
Jarry N.,Isner J.,Isner J.,Hard
Lorenzi P.,Pella G.,Pella G.,Hard
Chardy J.,Anderson K.,Anderson K.,Hard
Shapovalov D.,Seppi A.,Shapovalov D.,Hard
Khachanov K.,Sonego L.,Khachanov K.,Hard
Basilashvili N.,Sock J.,Basilashvili N.,Hard
Pospisil V.,Nadal R.,Nadal R.,Hard
Kukushkin M.,Chung H.,Kukushkin M.,Hard
Millman J.,Fognini F.,Millman J.,Hard
Kyrgios N.,Herbert P.H.,Kyrgios N.,Hard
Munar J.,Schwartzman D.,Schwartzman D.,Hard
Mahut N.,Zverev A.,Zverev A.,Hard
Kohlschreiber P.,Ebden M.,Kohlschreiber P.,Hard
Sousa J.,Carreno Busta P.,Sousa J.,Hard
Benneteau J.,Struff J.L.,Struff J.L.,Hard
Paire B.,Federer R.,Federer R.,Hard
Baghdatis M.,Pouille L.,Pouille L.,Hard
Goffin D.,Haase R.,Goffin D.,Hard
Tiafoe F.,De Minaur A.,De Minaur A.,Hard
Hurkacz H.,Cilic M.,Cilic M.,Hard
Sandgren T.,Djokovic N.,Djokovic N.,Hard
Nishikori K.,Monfils G.,Nishikori K.,Hard
Djere L.,Gasquet R.,Gasquet R.,Hard
Pella G.,Basilashvili N.,Basilashvili N.,Hard
Fritz T.,Thiem D.,Thiem D.,Hard
Khachanov K.,Nadal R.,Nadal R.,Hard
Anderson K.,Shapovalov D.,Anderson K.,Hard
Isner J.,Lajovic D.,Isner J.,Hard
Coric B.,Medvedev D.,Coric B.,Hard
Raonic M.,Wawrinka S.,Raonic M.,Hard
Verdasco F.,Del Potro J.M.,Del Potro J.M.,Hard
Millman J.,Kukushkin M.,Millman J.,Hard
Federer R.,Kyrgios N.,Federer R.,Hard
Sousa J.,Pouille L.,Sousa J.,Hard
Kohlschreiber P.,Zverev A.,Kohlschreiber P.,Hard
